UnitID,Institution Name,Long-term investments (F1213_F2),Property  Plant  and Equipment  net of accumulated depreciation (F1213_F2),Intangible Assets  net of accumulated amortization (F1213_F2),Total assets (F1213_F2),Total liabilities (F1213_F2),Debt related to Property  Plant  and Equipment (F1213_F2),Total unrestricted net assets (F1213_F2),Total restricted net assets (F1213_F2),Permanently restricted net assets included in total restricted net assets (F1213_F2),Temporarily restricted net assets (F1213_F2),Total net assets (F1213_F2),Total revenues and investment return (F1213_F2),Total expenses (F1213_F2),Other specific changes in net assets (F1213_F2),Total change in net assets (F1213_F2),Net assets  beginning of the year (F1213_F2),Adjustments to beginning of year net assets (F1213_F2),Net assets  end of the year (F1213_F2),Investment return - Total (F1213_F2)
199315,Piedmont International University,379661,1924962,0,3066644,1948283,1005283,664271,454090,389364,64726,1118361,3828015,3764516,0,63499,1054862,0,1118361,44309
440794,Pillar College,847954,481509,0,2757628,606412,0,2116048,35168,0,35168,2151216,5293671,5270005,0,23666,2127550,0,2151216,44934
167455,Pine Manor College,6817507,15847756,329132,29606444,14255440,7195675,4916298,10434706,9215625,1219081,15351004,19587887,15625924,0,3961963,11389041,0,15351004,601901
215424,Pittsburgh Theological Seminary,181616874,9639171,0,193893039,481985,0,35896016,157515038,105950152,51564886,193411054,31354338,11058197,0,20296141,173114913,0,193411054,26929237
121257,Pitzer College,125333278,91476774,0,255725165,94878162,78961491,98224667,62622336,33263797,29358539,160847003,73647382,54236224,-1138952,18272206,142574797,0,160847003,11238890
121309,Point Loma Nazarene University,54848958,73143992,0,161270122,52501965,31693250,78029360,30738797,20222386,10516411,108768157,89831242,81042127,2574236,11363351,97404806,0,108768157,5243361
215442,Point Park University,29986804,95225372,0,163217038,73889676,59498357,62739383,26587979,9840849,16747130,89327362,89706239,72073703,0,17632536,71694826,0,89327362,2307131
138868,Point University,3305716,25699785,0,35053403,14498694,10028958,16676920,3877789,3217220,660569,20554709,24162595,20801456,0,3361139,17193570,0,20554709,158581
194541,Polytechnic Institute of New York University,116767000,129573000,0,289017000,206591000,107075000,-16268000,98694000,82403000,16291000,82426000,134365000,140410000,0,-6045000,88471000,0,82426000,10378000
456481,Polytechnic University of Puerto Rico-Miami,,,,,,,,,,,,,,,,,,,0
456490,Polytechnic University of Puerto Rico-Orlando,,,,,,,,,,,,,,,,,,,0
121345,Pomona College,1996459000,352387000,0,2509752000,308569000,190974000,1073567000,1127616000,331931000,795685000,2201183000,282360000,142915000,14730000,154175000,2047008000,0,2201183000,207003000
205027,Pontifical College Josephinum,26379681,18789847,0,45984095,5479734,0,27243883,13260478,10155922,3104556,40504361,9773852,7481085,72179,2364946,38139415,0,40504361,2976056
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,2317227,542283,0,5280015,79196,0,2680853,2519966,2268195,251771,5200819,4450393,4589625,750426,611194,4589625,0,5200819,416002
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,0,22488312,6808777,29620903,10193808,9500000,19427095,0,0,0,19427095,7649228,6788102,0,861126,18565969,0,19427095,4220
194578,Pratt Institute-Main,121814184,246898522,0,507551542,210576277,102336614,229105004,67870261,42814450,25055811,296975265,183516776,158235602,8419662,33700836,263274429,0,296975265,14068375
218539,Presbyterian College,93880780,56476264,103122,164650655,41656686,34286000,23440395,99553574,86155129,13398445,122993969,48155559,39859333,0,8296226,114697743,0,122993969,10720386
105589,Prescott College,1897166,20940566,20066,26476780,14311165,11812771,10229491,1936124,1204649,731475,12165615,20237914,18427640,0,1810274,10355341,0,12165615,181424
219295,Presentation College,20103482,14423806,0,38052440,17170031,13971575,8049165,12833244,7715293,5117951,20882409,12369554,11010460,-16240,1342854,19539555,0,20882409,1668991
186122,Princeton Theological Seminary,918820005,218213280,0,1192527424,220138304,107122302,618229118,354160002,79986210,274173792,972389120,122936282,54137960,8857190,77655512,894733608,0,972389120,111627815
186131,Princeton University,18786132000,3227723000,0,22754060000,4010744000,1876151000,7260637000,11482679000,1766279000,9716400000,18743316000,2685848000,1358553000,11856000,1339151000,17404165000,0,18743316000,1897881000
455770,Providence Christian College,71786,58931,0,1240866,721506,0,482786,36574,22000,14574,519360,2370053,2329004,0,41049,478311,0,519360,28290
217402,Providence College,200687259,304425060,0,622188667,191046008,0,288012503,143130156,74469304,68660852,431142659,193103211,156120473,0,36982738,394159921,0,431142659,20494025
199412,Queens University of Charlotte,88012436,118418895,0,224991357,80198205,62633062,97880853,46912299,19206606,27705693,144793152,55683286,53703532,1791511,3771265,141021887,0,144793152,5617335
148131,Quincy University,15885786,37278226,0,59596351,25633905,17550767,11548830,22413616,13905989,8507627,33962446,29450822,27040206,-9413,2401203,31561243,0,33962446,2339715
130226,Quinnipiac University,322855549,870407421,0,1228859652,534639373,470766050,657062364,37157915,24517860,12640055,694220279,324572912,263223256,0,61349656,632870623,0,694220279,41660070
384421,Rabbi Jacob Joseph School,11723,1542014,2010,2262798,464828,191011,1797970,0,0,0,1797970,2142795,2138528,0,4267,1793703,0,1797970,1473
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,0,0,0,808955,82200,0,726755,0,0,0,726755,3139393,3063904,-75489,0,651266,75489,726755,0
194693,Rabbinical College Beth Shraga,0,1903988,53261,3400072,1948733,1617123,1451339,0,0,0,1451339,2216144,1895398,0,320746,1130593,0,1451339,173483
194666,Rabbinical College Bobover Yeshiva Bnei Zion,0,1646211,0,2623206,1356058,1115116,1267148,0,0,0,1267148,2892109,2781673,-220872,-110436,1180643,196941,1267148,2827
186186,Rabbinical College of America,0,9296184,0,12748950,3035258,1750000,9713692,0,0,0,9713692,6422672,6051450,0,371222,9342470,0,9713692,104427
194675,Rabbinical College of Ch'san Sofer New York,0,943942,0,1723135,179273,0,1543862,0,0,0,1543862,502737,503855,26105,24987,1518874,1,1543862,26105
194736,Rabbinical College of Long Island,0,5987209,0,7678131,5671040,4410887,2007091,0,0,0,2007091,5228247,5128762,0,99485,1907606,0,2007091,0
405854,Rabbinical College of Ohr Shimon Yisroel,0,1683571,0,1865209,354880,0,1510329,0,0,0,1510329,2305447,2395910,180926,90463,1600792,-180926,1510329,0
205124,Rabbinical College Telshe,139698,890938,0,2448695,1099392,0,949246,400057,7025,393032,1349303,2229175,1923846,0,305329,1043974,0,1349303,39732
194718,Rabbinical Seminary M'kor Chaim,0,1317844,0,1570665,627179,534287,943486,0,0,0,943486,1424149,1422044,0,2105,941381,0,943486,180117
194763,Rabbinical Seminary of America,83762,12865188,0,15981142,4766857,1376914,11147062,67223,61735,5488,11214285,5504244,6061334,0,-557090,11771375,0,11214285,9704
233301,Randolph College,138941145,47401860,256840,204574452,29167543,0,55010881,120396028,81797707,38598321,175406909,32712876,28846827,-471818,3394231,172012678,0,175406909,11791166
233295,Randolph-Macon College,130015314,74813867,0,233836844,53219747,30267196,101229035,79388062,47294084,32093978,180617097,58263432,44864550,0,13398882,167218215,0,180617097,14591235
178891,Ranken Technical College,56324603,36190607,0,109945277,24357784,0,79704224,5883269,2222656,3660613,85587493,36582529,26683173,0,9899356,75688137,0,85587493,6787937
215619,Reconstructionist Rabbinical College,15680895,1498178,0,26661778,183064,0,4837070,21641644,15276726,6364918,26478714,5542077,5162455,0,379622,26099092,0,26478714,1482984
209922,Reed College,513007543,133522663,0,692357987,134933038,83907817,318214151,239210798,162139029,77071769,557424949,121653947,80842644,1047191,41858494,515566455,0,557424949,56387856
